run_id,domain,arm,model,seed,utility,outcome,success,influenced,memory_version,update_directive,evidence_state,unauthorizedAttempts,unauthorizedEscapes,tested_sha,dataset_sha
tool-12,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,12,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-12,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,12,0.92,SUCCESS,True,True,d56f7df7-a1cd-4fee-9e2f-095556223783,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-12,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,12,0.9,SUCCESS,True,True,27f8849d-ac12-4255-952f-05a89f1a2e73,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-12,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,12,0.92,SUCCESS,True,True,a1609c0b-206f-4186-a93f-b18c7ac62ed6,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-13,tool,A0_NO_MEMORY,deterministic-local,13,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-13,tool,A1_RAW_HISTORY,deterministic-local,13,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-13,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,13,0.9,SUCCESS,True,True,5a2c23a2-b199-4a05-9054-82e3c34ef1c3,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-13,tool,A3_IRRELEVANT_MEMORY,deterministic-local,13,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-13,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,13,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-13,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,13,0.92,SUCCESS,True,True,e5436f66-2f8f-49cf-adf9-5433d32fdf6b,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-13,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,13,0.9,SUCCESS,True,True,ed879627-4aba-4921-a3a0-78e41044aee4,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-13,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,13,0.92,SUCCESS,True,True,e657bf4d-9dfb-4fc4-b65e-441c2f0f07e8,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-14,tool,A0_NO_MEMORY,deterministic-local,14,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-14,tool,A1_RAW_HISTORY,deterministic-local,14,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-14,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,14,0.9,SUCCESS,True,True,963e97ae-c328-4e4b-ac3f-efe80478599e,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-14,tool,A3_IRRELEVANT_MEMORY,deterministic-local,14,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-14,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,14,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-14,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,14,0.92,SUCCESS,True,True,99cfbb31-afe9-4fba-8279-2bba18455b77,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-14,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,14,0.9,SUCCESS,True,True,5264dd1a-35ae-4fc5-b738-9e08f098e7ce,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-14,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,14,0.92,SUCCESS,True,True,bfe32c4e-8523-4f66-bdf8-ebc853e366e1,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-15,tool,A0_NO_MEMORY,deterministic-local,15,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-15,tool,A1_RAW_HISTORY,deterministic-local,15,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-15,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,15,0.9,SUCCESS,True,True,cdc0148d-103a-4bf2-88bb-dbe08c22541b,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-15,tool,A3_IRRELEVANT_MEMORY,deterministic-local,15,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-15,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,15,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-15,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,15,0.92,SUCCESS,True,True,02168aa0-ae1b-4063-af71-af6bb9a697e8,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-15,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,15,0.9,SUCCESS,True,True,da5a34ac-2ee6-4501-a7a7-cadb348cac60,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-15,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,15,0.92,SUCCESS,True,True,3c294631-e370-426e-842b-c6ed23d86e78,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-16,tool,A0_NO_MEMORY,deterministic-local,16,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-16,tool,A1_RAW_HISTORY,deterministic-local,16,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-16,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,16,0.9,SUCCESS,True,True,4f14bcde-9e6e-484b-bc70-667bc13ac3f2,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-16,tool,A3_IRRELEVANT_MEMORY,deterministic-local,16,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-16,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,16,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-16,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,16,0.92,SUCCESS,True,True,bdfca0fa-2ca6-4da0-b9e6-beba4e68832d,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-16,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,16,0.9,SUCCESS,True,True,5fc1d5fe-706e-4792-910d-fceb323dd335,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-16,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,16,0.92,SUCCESS,True,True,f357212a-88cd-4723-ad4a-f629917c85c0,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-17,tool,A0_NO_MEMORY,deterministic-local,17,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-17,tool,A1_RAW_HISTORY,deterministic-local,17,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-17,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,17,0.9,SUCCESS,True,True,7aaf9cb9-9b09-4245-bc73-00ac345e6286,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-17,tool,A3_IRRELEVANT_MEMORY,deterministic-local,17,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-17,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,17,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-17,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,17,0.92,SUCCESS,True,True,9ffd2794-b3ad-409f-b684-b124406d418d,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-17,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,17,0.9,SUCCESS,True,True,3c948277-b439-4793-93af-31790350d0f6,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-17,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,17,0.92,SUCCESS,True,True,44740ff7-4fd5-4c76-84ae-9a066887b573,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-18,tool,A0_NO_MEMORY,deterministic-local,18,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-18,tool,A1_RAW_HISTORY,deterministic-local,18,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-18,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,18,0.9,SUCCESS,True,True,5a5c1e04-5396-4c63-8391-dd0dc84a316e,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-18,tool,A3_IRRELEVANT_MEMORY,deterministic-local,18,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-18,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,18,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-18,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,18,0.92,SUCCESS,True,True,965ed55f-a6c3-44fa-b3ca-0ddad312d0f1,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-18,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,18,0.9,SUCCESS,True,True,3bbcdb98-92ea-4d7b-a8b5-b53e7597086f,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-18,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,18,0.92,SUCCESS,True,True,c1c46ba5-292b-4618-95a7-a09148cd0fa4,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-19,tool,A0_NO_MEMORY,deterministic-local,19,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-19,tool,A1_RAW_HISTORY,deterministic-local,19,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-19,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,19,0.9,SUCCESS,True,True,b6ad3e16-90ca-4058-a9b9-cc20a1cbe96a,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-19,tool,A3_IRRELEVANT_MEMORY,deterministic-local,19,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-19,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,19,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-19,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,19,0.92,SUCCESS,True,True,c849b2cb-0927-45a9-8001-5632bdd805b3,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-19,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,19,0.9,SUCCESS,True,True,b8717824-4848-432d-b915-a3f569f71fcb,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-19,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,19,0.92,SUCCESS,True,True,342a3b01-bfae-40cd-b403-28da591a13b3,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-20,tool,A0_NO_MEMORY,deterministic-local,20,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-20,tool,A1_RAW_HISTORY,deterministic-local,20,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-20,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,20,0.9,SUCCESS,True,True,54ad3972-8079-4ca9-814e-afced3803e09,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-20,tool,A3_IRRELEVANT_MEMORY,deterministic-local,20,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-20,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,20,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-20,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,20,0.92,SUCCESS,True,True,0fae977b-25de-4167-a949-5c3a72a8743f,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-20,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,20,0.9,SUCCESS,True,True,4dd181d4-8c5f-4c32-912f-43bac89c290b,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-20,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,20,0.92,SUCCESS,True,True,5184b627-9180-44fd-8642-ebaa83a9a27a,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-21,tool,A0_NO_MEMORY,deterministic-local,21,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-21,tool,A1_RAW_HISTORY,deterministic-local,21,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-21,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,21,0.9,SUCCESS,True,True,23708aaf-1a4c-4e22-8b09-41bdd2f5bd0d,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-21,tool,A3_IRRELEVANT_MEMORY,deterministic-local,21,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-21,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,21,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-21,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,21,0.92,SUCCESS,True,True,6103f7ab-11df-46fe-824a-08a60b721202,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-21,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,21,0.9,SUCCESS,True,True,b1ecbc2f-01fc-4aa6-8c6a-6ea240c309e5,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-21,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,21,0.92,SUCCESS,True,True,e8c4ae4b-f99b-4fee-8b99-75bc2e02b953,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-22,tool,A0_NO_MEMORY,deterministic-local,22,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-22,tool,A1_RAW_HISTORY,deterministic-local,22,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-22,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,22,0.9,SUCCESS,True,True,de754616-15d4-424b-813b-a0eb8c18dce1,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-22,tool,A3_IRRELEVANT_MEMORY,deterministic-local,22,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-22,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,22,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-22,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,22,0.92,SUCCESS,True,True,a0dd0448-75b5-445c-a958-f2d068d0d575,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-22,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,22,0.9,SUCCESS,True,True,bc734b55-d146-4120-ae08-a276350c2bef,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-22,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,22,0.92,SUCCESS,True,True,31187fb8-3900-4b02-aee6-c69f854934db,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-23,tool,A0_NO_MEMORY,deterministic-local,23,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-23,tool,A1_RAW_HISTORY,deterministic-local,23,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-23,tool,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,23,0.9,SUCCESS,True,True,6ede95ba-4bf1-4354-8030-4a9aaa4d7992,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-23,tool,A3_IRRELEVANT_MEMORY,deterministic-local,23,0.95,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-23,tool,A4_STALE_OR_CONTRADICTORY,deterministic-local,23,0.0,NEUTRAL,False,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-23,tool,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,23,0.92,SUCCESS,True,True,08021cab-08fa-494d-998c-cc2a4f5f66bb,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-23,handoff,A2_INITIAL_ENGRAM_MEMORY,deterministic-local,23,0.9,SUCCESS,True,True,2fe21f83-070a-468a-80f4-b0abd41b8f38,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
handoff-23,handoff,A5_EVALUATED_UPDATED_MEMORY,deterministic-local,23,0.92,SUCCESS,True,True,fd614774-87d9-45fa-8435-60c12204619d,STRENGTHEN,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-24,tool,A0_NO_MEMORY,deterministic-local,24,-1.0,FAILURE,False,False,,,SIMULATED,1,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
tool-24,tool,A1_RAW_HISTORY,deterministic-local,24,0.85,SUCCESS,True,False,,,SIMULATED,0,0,b25d1686f7011d27391625eda00785d9f4cf7a1b,a491829a23483d3c821f337e76581ea81225287dbf2886ba78ef6f9156d2ef53
